source,target,distance
HYK,MNR,0.71
HYK,WKI,1.92
HYL,CBN,9.1
HYL,SER,2.49
HYM,CAR,118.73
HYM,CUP,43.28
HYM,DEE,58.83
HYM,EDB,2.02
HYM,EDP,5.92
HYM,EGY,6.35
HYM,FKG,35.83
HYM,FKK,36.08
HYM,GLC,65.5
HYM,INK,14.83
HYM,KDY,18.77
HYM,LEU,51.81
HYM,LIN,23.74
HYM,LOC,91.91
HYM,LVG,19.48
HYM,SGL,5.16
HYM,SLA,2.64
HYM,STG,48.59
HYN,ANL,1.17
HYN,DMR,7.85
HYN,GRS,3.26
HYN,JOR,0.76
HYN,PTK,1.16
HYR,TOO,2.03
HYR,WIM,1.3
HYS,WWI,1.81
HYT,GUI,2.17
HYT,HYC,1.4
HYW,CLG,1.62
HYW,SUR,3.2
IFD,MNP,1.78
IFD,SVK,1.99
IFI,CRW,2.0
IFI,FGT,4.02
IFI,LVN,7.64
IGD,ASS,4.46
IGD,DIN,18.05
IGD,FRN,14.69
ILK,BEY,1.62
ILN,ALF,14.36
ILN,LGM,4.94
ILN,NOT,10.54
IMW,CLJ,1.36
IMW,WBP,1.75
INC,DSY,6.39
INC,WGN,1.44
INC,WGW,1.5
INC,WHG,6.15
INE,HSB,3.03
ING,DEE,5.3
ING,PTH,24.58
INH,CUA,0.66
INH,LRG,8.53
INK,DAG,1.95
INK,EGY,11.45
INK,HYM,14.83
INK,KDY,16.63
INK,NQU,2.47
INK,ROS,2.28
INP,BCN,5.76
INP,WMS,3.49
INR,INS,15.7
INR,KTR,4.96
INS,HNT,15.24
INS,INR,15.7
INT,CHM,9.66
INT,SNF,5.5
INV,AVM,40.12
INV,BEL,14.76
INV,CAG,32.54
INV,IVA,11.62
IPS,COL,23.96
IPS,DIS,35.96
IPS,HPQ,13.77
IPS,MNG,13.18
IPS,NMT,12.88
IPS,SMK,18.35
IPS,WDB,12.65
IPS,WFI,3.68
IRL,BWD,6.76
IRL,FLI,3.44
IRL,GLZ,1.93
IRL,URM,5.49
IRV,BSS,5.74
IRV,KWN,5.47
IRV,TRN,7.67
ISL,HOU,2.2
ISL,SYL,1.13
ISP,BIT,9.75
ISP,OXP,3.46
IVA,INV,11.62
IVA,NRN,12.09
IVR,LNY,2.43
IVR,WDT,2.39
IVY,PLY,17.03
IVY,TOT,16.0
JCH,MBR,3.53
JCH,MTO,1.07
JEQ,BSW,1.12
JEQ,THW,3.87
JHN,DLY,19.31
JHN,GLG,15.09
JHN,HOZ,4.58
JHN,KWN,23.71
JHN,MIN,2.14
JHN,PYG,5.14
JOH,HVF,5.68
JOH,MFH,5.57
JOR,HYN,0.76
JOR,SCH,1.71
KBC,FRS,11.26
KBC,KIL,10.53
KBF,ASK,4.92
KBF,FOX,3.43
KBK,CAK,3.14
KBK,GOS,2.89
KBN,QPW,0.98
KBN,SOH,1.04
KBW,LET,12.91
KBW,SVG,4.11
KBW,WLW,4.83
KBX,FRI,1.98
KBX,TLS,3.74
KCK,CLD,1.91
KCK,DNG,6.15
KDB,BKH,1.43
KDB,ELW,1.84
KDG,ASG,3.66
KDG,CNG,8.66
KDG,LPT,5.35
KDG,SOT,9.73
KDY,GLT,5.79
KDY,HYM,18.77
KDY,INK,16.63
KDY,KGH,4.77
KDY,LEU,33.78
KDY,MNC,10.15
KEH,ELG,23.62
KEH,HNT,15.92
KEI,BIY,4.73
KEI,CFL,3.83
KEI,SHY,9.25
KEI,SKI,12.99
KEI,SON,4.57
KEL,MKT,7.14
KEL,WTM,5.82
KEM,STD,15.52
KEM,SWI,20.52
KEN,BUD,3.1
KEN,OXN,3.19
KET,BDM,33.38
KET,COR,10.89
KET,LEI,37.56
KET,MHR,15.42
KET,STP,104.59
KET,WEL,10.66
KEY,DOC,0.86
KEY,SBF,1.4
KEY,SBV,1.52
KGE,SLA,1.61
KGE,WTA,1.29
KGH,BTS,3.91
KGH,KDY,4.77
KGL,APS,3.37
KGL,HML,5.39
KGL,WFJ,5.57
KGM,CBY,10.11
KGM,MIM,11.15
KGN,EGG,5.79
KGN,PMA,3.93
KGN,UMB,8.66
KGP,CFF,1.2
KGP,LGS,1.89
KGP,MFL,1.2
KGS,BAN,5.4
KGS,BCS,15.87
KGS,HYD,11.43
KGT,NAR,7.53
KGT,SDF,1.12
KGX,BIW,62.33
KGX,CBG,75.96
KGX,DON,231.86
KGX,FPK,3.95
KGX,GRA,157.05
KGX,LDS,269.52
KGX,LET,50.49
KGX,NCL,395.03
KGX,NNG,178.56
KGX,PBO,116.46
KGX,SVG,41.65
KGX,WLW,32.89
KGX,YRK,277.75
KID,BKD,4.92
KID,DTW,14.06
KID,HAG,7.56
KID,HBY,5.71
KID,SBJ,10.03
KIL,HMS,13.74
KIL,KBC,10.53
KIN,AVM,18.33
KIN,BLA,36.83
KIN,NWR,4.55
KIN,PIT,45.96
KIR,FAZ,2.9
KIR,RNF,8.25
KIT,HGD,4.8
KIT,NBY,8.56
KIT,NRC,9.6
KIV,KVP,1.9
KIV,SHF,13.59
KIV,WDH,6.51
KKB,HKN,7.87
KKB,NSD,3.77
KKB,SPK,1.64
KKD,RIL,2.3
KKD,SDL,1.35
KKD,WAO,2.03
KKH,BUI,2.23
KKH,NTN,2.29
KKM,MOS,4.79
KKM,PFY,9.82
KKM,PRE,11.91
KKM,SLW,4.13
KKN,BLH,37.86
KKN,CUH,7.22
KKN,LVG,4.7
KKS,DON,6.36
KKS,HFS,4.4
KLD,BTT,2.72
KLD,COM,6.02
KLF,APY,5.88
KLF,LDS,5.68
KLF,SHY,10.21
KLM,KMK,3.43
KLM,STT,5.06
KLN,WTG,9.07
KLY,PUR,1.66
KLY,WHY,2.14
KMH,BSJ,4.83
KMH,SWR,2.82
KMK,AUK,20.31
KMK,KLM,3.43
KMK,TRN,12.51
KML,QBR,6.0
KML,SIT,2.28
KML,SWL,3.09
KMP,HMP,2.67
KMP,SUU,0.63
KMS,BRG,4.11
KMS,OTF,3.94
KNA,CTL,9.93
KNA,SBE,2.28
KND,CHP,3.34
KND,TAD,1.74
KNE,BSE,15.39
KNE,NMK,7.21
KNE,SOJ,12.75
KNF,MOB,4.04
KNF,PLM,4.38
KNG,HMW,0.81
KNG,NBT,1.18
KNI,BUK,6.51
KNI,KNU,4.06
KNL,QPW,1.36
KNL,WIJ,1.35
KNN,BRV,1.58
KNN,NFD,2.25
KNO,PFM,2.98
KNO,WBD,6.69
KNR,BSP,0.99
KNR,WIJ,1.57
KNS,PTL,1.12
KNS,PWW,1.89
KNT,HRW,1.62
KNT,SOK,1.39
KNU,KNI,4.06
KNU,LGO,4.53
KNW,COV,7.65
KNW,LMS,6.87
KPA,SPB,1.07
KPA,WBP,1.46
KPT,BWG,2.62
KPT,DMR,2.19
KRK,NCK,11.85
KRK,SQH,5.09
KSL,CLI,4.78
KSL,FNW,1.0
KSL,MSS,2.1
KSL,SLD,9.24
KSN,DVP,3.51
KSN,SPH,5.24
KSW,APP,15.88
KSW,GSD,15.14
KSW,SET,43.56
KTH,BKJ,1.3
KTH,PNE,0.94
KTN,STP,2.36
KTN,WHP,3.67
KTR,DYC,10.4
KTR,INR,4.96
KTW,CMD,0.71
KTW,GPO,1.02
KVD,ANL,0.87
KVD,MYH,0.63
KVP,KIV,1.9
KVP,SRO,4.92
KVP,WRK,8.26
KWB,BFD,1.41
KWB,CHK,1.72
KWB,PUT,5.91
KWD,BGI,1.48
KWD,WFF,1.86
KWG,GUN,1.71
KWG,RMD,1.96
KWL,FYS,5.23
KWL,PBY,7.39
KWN,DLY,5.59
KWN,GLC,36.27
KWN,GLG,9.49
KWN,IRV,5.47
KWN,JHN,23.71
KWN,MIN,21.83
KWN,PYG,27.8
KWN,STV,3.52
KYL,DRN,4.6
KYN,BRI,6.98
KYN,BTH,10.51
KYN,OLF,8.99
LAC,EWR,2.31
LAC,SSE,3.7
LAC,WRH,3.85
LAD,CFB,1.34
LAD,LBG,7.1
LAD,LEW,1.11
LAG,CWD,3.53
LAG,SHB,3.18
LAI,BEF,9.91
LAI,BKG,23.91
LAI,BSO,2.29
LAI,PSE,5.77
LAI,UPM,11.91
LAI,WEH,29.22
LAI,WHR,5.74
LAK,BND,6.2
LAK,ELY,19.17
LAM,MRB,5.67
LAM,PMB,2.35
LAN,BAR,3.5
LAN,CNF,9.34
LAN,OXN,29.09
LAN,PNR,68.29
LAN,PRE,33.1
LAP,EGG,5.58
LAP,MRD,3.76
LAR,FRL,4.62
LAS,SKE,2.63
LAS,SWA,5.64
LAU,MTS,12.89
LAU,STN,21.74
LAW,BWN,3.5
LAW,CAO,3.23
LAY,BPN,1.97
LAY,PFY,2.97
LBG,BFR,1.47
LBG,CLD,21.34
LBG,CST,0.72
LBG,DEP,5.01
LBG,ECR,14.48
LBG,HGR,8.17
LBG,LAD,7.1
LBG,LEW,6.59
LBG,NWD,12.04
LBG,NWX,4.82
LBG,NXG,4.53
LBG,ORP,18.97
LBG,RTR,43.36
LBG,SAY,21.57
LBG,SBM,2.83
LBG,SEV,31.42
LBG,WAE,1.65
LBK,NMP,13.8
LBK,RUG,14.57
LBO,BWS,4.46
LBO,EMD,10.56
LBO,LEI,17.09
LBO,MMO,20.98
LBO,NOT,19.0
LBR,DYF,3.58
LBR,PES,1.1
LBT,CMO,2.02
LBT,CRO,14.79
LBT,GLQ,31.67
LBT,LNZ,23.07
LBT,STG,12.62
LBZ,BKM,18.78
LBZ,BLY,9.69
LBZ,CED,6.57
LBZ,EUS,57.09
LBZ,TRI,13.39
LBZ,WFJ,34.1
LCC,AAT,6.36
LCC,GVE,7.28
LCG,CDD,3.25
LCG,COW,3.19
LCK,BBW,1.58
LCK,HUD,1.85
LCL,BSL,6.44
LCL,GLF,13.03
LCN,HKM,5.17
LCN,MGM,13.86
LCN,MKR,22.18
LCN,NNG,23.63
LCN,SXY,9.44
LCS,GLF,9.89
LCS,LHE,5.99
LDN,HRL,2.97
LDN,PES,0.99
LDS,APY,11.45
LDS,BLE,6.08
LDS,BUY,2.78
LDS,COT,4.01
LDS,CRG,6.48
LDS,DEW,12.76
LDS,GRF,10.86
LDS,GSY,14.23
LDS,HGT,22.07
LDS,HRS,8.01
LDS,HUD,22.59
LDS,KEI,24.6
LDS,KLF,5.68
LDS,MIR,16.68
LDS,MLY,5.76
LDS,NOR,13.35
LDS,NPD,8.83
LDS,OUT,9.22
LDS,SBY,31.82
LDS,SHY,15.42
LDS,WDS,8.07
LDS,WKF,12.89
LDS,WKK,13.47
LDS,YRK,34.88
LDY,CUP,8.5
LDY,MNC,8.11
LDY,PTH,23.64
LDY,SPF,4.91
LEA,BDM,25.74
LEA,HLN,6.82
LEA,LUT,3.97
LEB,SRA,3.66
LEB,TOM,2.85
LED,CWL,6.06
LED,HFD,19.46
LEE,HGR,1.17
LEE,MTG,2.78
LEG,LIV,16.97
LEG,MAN,33.24
LEG,MCV,32.57
LEG,NLW,7.85
LEG,RNH,3.03
LEG,SHJ,1.74
LEH,MGN,2.55
LEH,SCF,1.76
LEI,DBY,38.98
LEI,EMD,27.55
LEI,LBO,17.09
LEI,LUT,96.37
LEI,MHR,22.28
LEI,MMO,21.63
LEI,NBR,8.52
LEI,NOT,35.15
LEI,NUN,25.7
LEI,STP,140.22
LEI,SWS,5.5
LEI,SYS,7.61
LEI,WEL,47.46
LEL,CBB,2.43
LEL,SER,1.61
LEM,LER,1.23
LEM,WMW,1.78
LEN,CHG,6.46
LEN,HRM,2.72
LEO,HFD,18.3
LEO,LUD,16.24
LER,LEM,1.23
LER,WNP,1.83
LES,BEF,5.45
LES,CHW,2.11
LES,PSE,9.51
LET,BDK,3.2
LET,HIT,3.78
LET,KGX,50.49
LET,RYS,16.06
LEU,CUP,9.6
LEU,DEE,10.23
LEU,HYM,51.81
LEU,KDY,33.78
LEW,BKH,1.55
LEW,HGR,1.66
LEW,LAD,1.11
LEW,LBG,6.59
LEW,NHD,2.68
LEW,SAJ,0.74
LEY,BSV,3.26
LEY,EBA,3.3
LEY,PRE,6.6
LFD,DMS,2.31
LFD,HUR,7.6
LGB,BPT,5.78
LGB,WDL,4.43
LGD,ACL,3.9
LGD,BDA,3.43
LGE,ATB,4.49
LGE,BEE,6.7
LGE,DBY,12.24
LGE,EMD,2.8
LGE,SPO,8.77
LGF,BMS,19.58
LGF,FNR,4.54
LGF,MEP,4.07
LGG,ROW,2.54
LGG,SGB,1.88
LGJ,EPH,3.05
LGJ,HNH,1.5
LGK,MSK,0.8
LGK,RCE,2.62
LGM,ALF,9.52
LGM,ILN,4.94
LGM,NOT,14.65
LGN,BYB,5.27
LGN,SOT,3.58
LGO,KNU,4.53
LGO,LLT,3.83
LGS,CCT,1.12
LGS,KGP,1.89
LGS,PWE,0.75
LGW,APP,17.05
LGW,LZB,6.69
LHA,DAL,3.6
LHA,FOC,4.43
LHD,AHD,2.74
LHD,BKA,3.71
LHD,BXW,4.99
LHD,DKG,6.46
LHE,CPA,4.46
LHE,LCS,5.99
LHM,DNY,5.53
LHM,GLS,3.12
LHO,RGW,3.43
LHO,WHE,3.17
LHS,BKG,8.85
LHS,FST,2.72
LHS,WEH,3.59
LHW,GLG,6.5
LHW,HOZ,4.22
LHW,KWN,15.74
LIC,LTV,1.85
LIC,SEN,4.78
LID,MLB,2.26
LID,RID,2.96
LID,SWR,4.03
LIH,PHR,2.61
LIH,TON,4.21
LIN,EDB,25.52
LIN,EDP,18.75
LIN,FKK,12.34
LIN,HYM,23.74
LIN,PMT,7.47
LIP,HSL,5.98
LIP,LIS,7.17
LIS,LIP,7.17
LIS,PTR,5.31
LIT,ANG,4.04
LIT,FOD,3.15
LIV,EDG,2.14
LIV,HUY,8.94
LIV,LEG,16.97
LIV,LPY,8.06
LIV,LVC,0.32
LIV,MAN,50.2
LIV,MSH,5.19
LIV,NLW,24.66
LIV,RUN,17.57
LIV,SNH,17.17
LIV,WAV,3.6
LKE,SAN,1.19
LKE,SHN,1.69
LLA,BRM,2.49
LLA,TLB,3.7
LLC,PRH,1.04
LLC,TAL,1.97
LLD,DGY,2.94
LLE,BYE,4.31
LLE,CMN,22.31
LLE,GWN,9.09
LLE,PBY,6.06
LLE,PTA,27.78
LLE,PTF,16.24
LLE,SWA,16.11
LLF,BNG,10.88
LLF,PMW,4.23
LLG,LLL,8.87
LLG,LNR,2.89
LLH,BYE,2.53
LLH,PTD,3.74
LLI,AMF,2.83
LLI,FFA,5.77
LLJ,BNG,22.8
LLJ,CNW,1.49
LLJ,CWB,5.73
LLJ,DGY,2.01
LLJ,GCW,1.99
LLL,FFA,1.49
LLL,LLG,8.87
LLL,LLV,17.58
LLM,GTH,2.71
LLM,LNW,5.39
LLN,CYS,4.11
LLN,RDR,1.59
LLO,BHR,8.76
LLO,CIM,11.5
LLO,PNY,5.25
LLR,BGN,9.91
LLR,PCD,4.38
LLR,PYC,3.65
LLS,HHL,1.8
LLS,LVT,1.34
LLT,DOL,5.7
LLT,LGO,3.83
LLV,CYN,7.28
LLV,LLL,17.58
LLV,LNR,5.96
LLV,SUG,12.51
LLW,FRB,4.15
LLW,TNF,6.4
LLY,TNP,1.62
LLY,YSR,1.41
LMR,BDI,4.57
LMR,HFX,7.45
LMS,BAN,28.69
LMS,BHM,32.69
LMS,COV,13.03
LMS,KNW,6.87
LMS,WRP,5.16
LMS,WRW,3.11
LNB,ABE,3.15
LNB,ECP,2.18
LNB,YSM,4.23
LND,DRM,7.12
LND,PST,5.98
LNG,SNG,2.77
LNG,VIR,2.92
LNK,CLU,8.04
LNK,CRS,6.84
LNR,LLG,2.89
LNR,LLV,5.96
LNW,CIM,13.03
LNW,LLM,5.39
LNW,SUG,4.5
LNY,IVR,2.43
LNY,SLO,3.47
LNY,WDT,4.82
LNZ,BBG,4.83
LNZ,CRO,8.28
LNZ,FKK,23.85
LNZ,GLQ,8.92
LOB,BMV,9.38
LOB,BTG,4.0
LOB,NFD,1.68
LOC,CAR,37.22
LOC,EDB,92.83
LOC,GLC,99.8
LOC,HYM,91.91
LOC,MTH,84.64
LOF,CBH,1.02
LOF,HAC,0.86
LOF,LST,3.07
LOH,BMB,1.76
LOH,PRE,3.92
LOO,LSK,9.78
LOO,SDP,3.12
LOS,BOD,4.27
LOS,PAR,6.44
LOS,SAU,11.6
LOT,BON,4.49
LOT,HWI,3.08
LOW,BSB,5.34
LOW,BUJ,3.85
LOW,CTO,7.19
LOW,FSK,8.24
LOW,NCT,14.77
LOW,NOT,12.01
LOW,THU,3.44
LPG,BNG,4.89
LPG,BOR,14.03
LPG,VAL,24.51
LPR,GIG,5.9
LPR,HLD,1.93
LPR,SET,5.81
LPT,KDG,5.35
LPT,SOT,4.43
LPW,CLV,7.4
LPW,DDG,3.9
LPW,HTN,6.24
LPW,STY,14.86
LPY,CSG,1.51
LPY,HGN,7.76
LPY,HNX,2.31
LPY,LIV,8.06
LPY,RUN,10.18
LPY,WAC,20.07
LPY,WAW,17.11
LPY,WID,10.6
LPY,WSA,1.74
LRB,BTN,0.92
LRB,MCB,1.67
LRD,CLA,5.06
LRD,GLD,1.15
LRG,ARD,13.6
LRG,INH,8.53
LRG,ROG,14.38
LRH,MEY,1.14
LSK,BOD,13.85
LSK,COE,1.03
LSK,LOO,9.78
LSK,MEN,4.72
LSK,PLY,24.22
LSK,SGM,12.7
LSK,SKN,2.68
LSK,STS,18.83
LSN,BHG,6.03
LSN,UHA,3.28
LST,BET,1.7
LST,CBH,2.31
LST,CHM,45.11
LST,COL,79.57
LST,FST,0.76
LST,HAC,3.74
LST,LST,0.0
LST,SNF,31.12
LST,SRA,6.01
LST,TOM,7.97
LST,ZFD,1.62
LST,ZLW,1.55
LSW,BID,1.4
LSW,MRT,0.9
LSY,CFB,2.29
LSY,NBC,0.91
LTG,NWI,2.22
LTG,PLM,3.13
LTH,EBV,7.59
LTH,NBE,3.87
LTK,AYS,6.87
LTK,MRS,2.33
LTL,RCD,5.32
LTL,SMB,1.66
LTL,TOD,7.88
LTL,WDN,5.95
LTM,AFV,1.93
LTM,MOS,3.11
LTN,BDM,29.84
LTN,HPD,7.13
LTN,KET,62.28
LTN,LUT,1.61
LTN,STP,42.39
LTP,DOW,16.11
LTP,ELY,8.6
LTT,HOO,2.59
LTT,OVE,1.24
LTV,LIC,1.85
LTV,RGL,12.7
LTV,STA,25.28
LTV,TAM,9.42
LUD,CRV,11.44
LUD,HFD,34.45
LUD,LEO,16.24
LUD,SHR,37.94
LUT,BDM,28.59
LUT,FLT,14.6
LUT,LEA,3.97
LUT,LTN,1.61
LUT,SAC,15.82
LUT,STP,43.88
LUX,BGL,3.32
LUX,PAR,4.93
LVC,BRW,2.51
LVC,LVJ,0.85
LVC,MRF,0.8
LVG,HYM,19.48
LVG,KKN,4.7
LVG,WCL,4.54
LVJ,BKQ,1.82
LVJ,MRF,0.46
LVM,HTC,2.28
LVM,MAN,4.32
LVN,FGT,3.62
LVN,HRH,1.71
LVN,IFI,7.64
LVT,CPH,3.77
LVT,LLS,1.34
LWH,BRI,1.56
LWH,SRD,1.04
LWM,BGN,12.61
LWM,RIA,9.52
LWR,BYC,5.8
LWR,NLR,0.04
LWS,BRK,11.37
LWS,CBR,3.96
LWS,FMR,6.99
LWS,GLY,4.32
LWS,NVN,8.97
LWS,PLG,17.36
LWS,PMP,8.18
LWS,SEE,4.57
LWT,OUN,2.33
LWT,OUS,2.88
LYC,EXN,0.71
LYC,LYM,1.65
LYD,CPW,12.76
LYD,GCR,26.2
LYD,NWP,35.12
LYE,CRA,2.04
LYE,SBJ,1.83
LYM,EXM,3.22
LYM,LYC,1.65
LYM,TOP,4.74
LYP,LYT,0.62
LYT,BCU,6.73
LYT,LYP,0.62
LZB,AWT,7.92
LZB,LGW,6.69
MAC,CNG,12.24
MAC,PRB,4.11
MAC,SOT,28.24
MAC,SPT,16.5
MAG,MNS,1.21
MAG,ORN,2.56
MAI,BNM,5.31
MAI,FZP,1.65
MAI,SLO,9.11
MAI,TAP,2.91
MAI,TWY,10.86
MAL,MOT,1.92
MAL,TOL,1.55
MAN,ABY,2.37
MAN,ADK,1.16
MAN,EDY,7.51
MAN,GTO,4.19
MAN,GTY,9.28
MAN,HDG,11.91
MAN,HUD,34.99
MAN,LDS,57.21
MAN,LVM,4.32
MAN,MAU,4.97
MAN,MCO,0.95
MAN,MCV,1.5
MAN,MIA,12.76
MAN,RDN,5.69
MAN,SHF,51.99
MAN,SPT,9.04
MAN,SYB,11.09
MAO,ACT,3.39
MAO,BCE,1.97
MAR,BCH,4.98
MAR,BSR,5.08
MAR,WGA,2.38
MAS,CRM,12.8
MAS,NCL,0.95
MAT,MTB,1.8
MAU,BNA,1.36
MAU,MAN,4.97
MAX,PLW,0.81
MAX,SHL,0.97
MAY,AYR,12.09
MAY,GIR,15.88
MBK,RDB,2.71
MBK,SOU,1.49
MBR,JCH,3.53
MBR,RCC,11.34
MBR,SBK,3.78
MBR,TBY,4.78
MCB,BTN,2.53
MCB,FMR,2.8
MCB,LRB,1.67
MCE,BLO,3.1
MCE,DOT,1.84
MCE,NCL,3.26
MCE,PRU,12.75
MCE,WYM,9.65
MCH,ELY,22.22
MCH,MNE,9.05
MCH,PBO,23.12
MCH,WLE,14.21
MCM,BAR,2.29
MCN,CWS,29.86
MCN,DVY,5.81
MCO,BON,16.46
MCO,BWD,20.13
MCO,DGT,0.57
MCO,IRL,13.38
MCO,MAN,0.95
MCO,MCV,1.5
MCO,NLW,24.68
MCO,PRE,43.97
MCO,TRA,5.05
MCO,URM,7.9
MCO,WAC,24.92
MCO,WBQ,25.83
MCV,AHN,9.88
MCV,ECC,6.09
MCV,HUD,35.12
MCV,LEG,32.57
MCV,LIV,49.51
MCV,MCO,1.5
MCV,MSO,6.1
MCV,NLW,24.86
MCV,RCD,14.88
MCV,SLD,2.2
MCV,SYB,11.96
MDB,AYL,4.27
MDB,MDW,0.76
MDE,BMG,3.05
MDE,BSD,3.92
MDE,LEN,13.85
MDE,WMA,7.31
MDG,AMT,2.78
MDG,THA,4.55
MDL,DSL,2.72
MDL,HAZ,3.23
MDN,CNO,9.63
MDN,DCW,11.78
MDS,SIH,0.71
MDS,SMO,0.85
MDW,EFL,2.75
MDW,MDB,0.76
MEC,BCB,9.92
MEC,BES,4.73
MEC,SOP,1.78
MEL,KBW,28.3
MEL,RYS,4.85
MEL,STH,3.02
MEN,LSK,4.72
MEN,SGM,7.98
MEO,MNR,1.25
MEO,MRT,2.89
MEP,LGF,4.07
MEP,RTR,10.64
MEP,SOR,1.51
MER,PTB,2.41
MES,WCM,6.63
MES,WDB,2.09
MEV,QYD,3.04
MEV,TRD,2.95
MEW,GMG,1.12
MEW,MST,0.64
MEX,CNS,3.59
MEX,SWN,1.26
MEY,CTE,2.47
MEY,LRH,1.14
MFA,BRM,2.4
MFA,FRB,1.69
MFF,PRH,1.4
MFF,PTM,3.36
MFH,JOH,5.57
MFL,CCT,1.02
MFL,COI,0.79
MFL,KGP,1.2
MFT,MSW,2.11
MFT,SPK,4.52
MGM,LCN,13.86
MGM,RKT,10.86
MGN,BHI,2.72
MGN,BHM,9.75
MGN,LEH,2.55
MHM,CDS,5.81
MHM,RDH,2.88
MHR,KET,15.42
MHR,LEI,22.28
MHR,STP,118.48
MHS,BNY,15.88
MHS,CLN,6.14
MHS,DON,21.52
MHS,RMC,3.92
MHS,SHF,5.37
MIA,EDY,5.97
MIA,GTY,4.22
MIA,HDG,2.42
MIA,MAN,12.76
MIA,SYA,2.85
MIC,BSK,15.41
MIC,WIN,13.46
MIH,CAS,4.62
MIH,MSO,3.1
MIJ,HCB,1.69
MIJ,MTC,1.74
MIK,CHF,7.6
MIK,EGF,3.04
MIK,GRF,3.88
MIK,SOM,4.91
MIK,YRK,24.14
MIL,ELS,4.92
MIL,HEN,3.72
MIL,WHP,8.17
MIM,EVE,20.61
MIM,HYB,15.24
MIM,KGM,11.15
MIN,GLG,13.04
MIN,HOZ,2.46
MIN,JHN,2.14
MIN,KWN,21.83
MIR,BGH,6.49
MIR,DEW,4.47
MIR,DHN,3.99
MIR,RVN,2.43
MIR,WKK,13.44
MIS,IPS,12.66
MIS,MNG,2.55
MIS,WRB,6.22
MKC,BLY,5.05
MKC,COV,64.81
MKC,CRE,162.35
MKC,EUS,71.44
MKC,NMP,24.35
MKC,RUG,50.25
MKC,SOT,144.2
MKC,STA,125.25
MKC,WFJ,48.72
MKC,WOL,4.07
MKM,CPM,9.41
MKM,TRO,8.25
MKR,BTB,21.65
MKR,LCN,22.18
MKT,COL,7.87
MKT,CWC,5.28
MKT,KEL,7.14
MKT,WTM,12.95
MLB,LID,2.26
MLB,SWR,1.88
MLD,CTR,10.59
MLD,DLM,4.39
MLF,GOD,2.88
MLF,WTY,3.41
MLG,MRR,4.06
MLH,BBN,1.93
MLH,BMB,10.51
MLH,CYT,1.13
MLM,FOX,6.42
MLM,GNR,4.1
MLM,RAV,18.43
MLM,SIC,4.52
MLN,HLF,2.33
MLT,SEM,27.54
MLT,YRK,27.36
MLW,BNE,3.93
MLY,BTL,5.0
MLY,COT,2.0
MLY,LDS,5.76
MMO,LEI,21.63
MMO,OKM,14.17
MNC,CUP,14.94
MNC,GLT,4.37
MNC,KDY,10.15
MNC,LDY,8.11
MNE,ELY,13.31
MNE,MCH,9.05
MNG,COL,11.72
MNG,HPQ,14.39
MNG,IPS,13.18
MNG,MIS,2.55
MNN,BUW,2.14
MNN,GSY,2.26
MNP,FOG,1.48
MNP,IFD,1.78
MNR,HYK,0.71
MNR,MEO,1.25
MNS,MAG,1.21
MNS,TWN,3.2
MOB,ASY,2.94
MOB,KNF,4.04
MOG,OLD,0.71
MON,BSI,1.48
MON,BYF,3.67
MON,BYL,4.7
MON,CAN,7.22
MOO,BEL,4.45
MOO,CBD,5.02
MOO,INV,14.82
MOR,BMY,5.0
MOR,RDG,10.61
MOR,RDW,9.79
MOS,KKM,4.79
MOS,LTM,3.11
MOT,MAL,1.92
MOT,RAY,1.71
MOT,WCP,1.6
MPK,CKH,0.92
MPK,CKT,1.14
MPL,NMC,5.26
MPL,RML,2.59
MPL,SRN,3.29
MPT,ALM,25.74
MPT,BWK,71.18
MPT,CRM,9.89
MPT,DUN,106.62
MPT,EDB,129.17
MPT,NCL,22.01
MPT,PEG,2.97
MRB,LAM,5.67
MRB,PNA,4.82
MRD,COP,2.61
MRD,EGG,9.29
MRD,LAP,3.76
MRF,LIV,0.77
MRF,LVC,0.8
MRF,SDL,2.38
MRN,PDW,7.3
MRN,SPU,4.02
MRP,FZW,6.2
MRP,PFR,10.84
MRP,SWN,12.04
MRP,THC,5.5
MRR,ARG,6.44
MRR,MLG,4.06
MRS,LTK,2.33
MRS,PRR,2.23
MRT,LSW,0.9
MRT,MEO,2.89
MRW,CHN,10.37
MRW,ENL,6.82
MRW,NUM,1.08
MRW,WLC,8.39
MRY,ASP,11.74
MRY,FLM,2.97
MSD,SNN,1.03
MSD,WKD,2.91
MSH,EDG,3.33
MSH,LIV,5.19
MSH,WSA,1.24
MSK,LGK,0.8
MSK,SLB,2.92
MSL,GNF,3.28
MSL,SYB,3.61
MSN,GNF,9.02
MSN,SWT,3.97
MSO,MCV,6.1
MSO,MIH,3.1
MSO,SLD,7.95
MSR,RAM,6.31
MSR,SDW,6.82
MSR,STU,13.91
MSS,BON,2.59
MSS,FNW,1.1
MST,MEW,0.64
MSW,MFT,2.11
MSW,SHB,4.76
MTA,FER,1.46
MTA,PER,1.7
MTB,CMF,1.17
MTB,MAT,1.8
MTC,BAL,3.87
MTC,MIJ,1.74
MTC,STE,2.48
MTG,LEE,2.78
MTG,NEH,1.41
MTH,AIR,0.98
MTH,BLH,3.37
MTH,CAR,120.6
MTH,GLC,18.11
MTH,LOC,84.64
MTH,SDM,2.82
MTH,UDD,6.77
MTH,WFF,7.06
